path,sim_ref_max,sim_text,score_combined,phash_near_dup,suspect_vg,dist_to_thr,path_exported
data\candidates\artists_tree\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_138.jpg,0.8957048654556274,0.2818974554538727,0.5938024520874023,False,False,0.2061975479125977,data\negatives\Pierre-Auguste_Renoir_138.jpg
data\candidates\artists_tree\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_272.jpg,0.8964921236038208,0.2780986428260803,0.5935150384902954,False,False,0.20648496150970463,data\negatives\Pierre-Auguste_Renoir_272.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_99.jpg,0.8983935117721558,0.2721971869468689,0.5934755802154541,False,False,0.20652441978454594,data\negatives\Alfred_Sisley_99.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_19.jpg,0.8940033912658691,0.2851065993309021,0.5934233665466309,False,False,0.20657663345336919,data\negatives\Alfred_Sisley_19.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_214.jpg,0.896806538105011,0.27643582224845886,0.5933711528778076,False,False,0.20662884712219243,data\negatives\Alfred_Sisley_214.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_46.jpg,0.898790717124939,0.27037763595581055,0.5933499932289124,False,False,0.2066500067710877,data\negatives\Alfred_Sisley_46.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_27.jpg,0.9029190540313721,0.2576427459716797,0.593280017375946,False,False,0.206719982624054,data\negatives\Alfred_Sisley_27.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_225.jpg,0.8997310996055603,0.2659529447555542,0.593029260635376,False,False,0.20697073936462407,data\negatives\Alfred_Sisley_225.jpg
data\candidates\artists_tree\Claude_Monet\Claude_Monet_48.jpg,0.8923513293266296,0.28696733713150024,0.5928043127059937,False,False,0.2071956872940064,data\negatives\Claude_Monet_48.jpg
data\candidates\artists_tree\Gustav_Klimt\Gustav_Klimt_36.jpg,0.8924037218093872,0.2859344482421875,0.5926291346549988,False,False,0.20737086534500127,data\negatives\Gustav_Klimt_36.jpg
data\candidates\artists_tree\Edvard_Munch\Edvard_Munch_7.jpg,0.8926181197166443,0.2850530743598938,0.5925815105438232,False,False,0.2074184894561768,data\negatives\Edvard_Munch_7.jpg
data\candidates\artists_tree\Camille_Pissarro\Camille_Pissarro_24.jpg,0.8926639556884766,0.28427568078041077,0.5924535393714905,False,False,0.20754646062850957,data\negatives\Camille_Pissarro_24.jpg
data\candidates\artists_tree\Claude_Monet\Claude_Monet_8.jpg,0.8904455900192261,0.29017695784568787,0.5923027396202087,False,False,0.2076972603797913,data\negatives\Claude_Monet_8.jpg
data\candidates\artists_tree\Camille_Pissarro\Camille_Pissarro_64.jpg,0.8870147466659546,0.30041515827178955,0.5922918915748596,False,False,0.20770810842514043,data\negatives\Camille_Pissarro_64.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_189.jpg,0.886410117149353,0.3020420968532562,0.5922545194625854,False,False,0.2077454805374146,data\negatives\Alfred_Sisley_189.jpg
data\candidates\artists_tree\Paul_Gauguin\Paul_Gauguin_130.jpg,0.8944120407104492,0.2774744927883148,0.5921421647071838,False,False,0.2078578352928162,data\negatives\Paul_Gauguin_130.jpg
data\candidates\artists_tree\Claude_Monet\Claude_Monet_6.jpg,0.901493489742279,0.2555807828903198,0.5920122861862183,False,False,0.20798771381378178,data\negatives\Claude_Monet_6.jpg
data\candidates\artists_tree\Henri_Matisse\Henri_Matisse_116.jpg,0.8987127542495728,0.26372575759887695,0.591972827911377,False,False,0.2080271720886231,data\negatives\Henri_Matisse_116.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_158.jpg,0.8984942436218262,0.2641385793685913,0.5919243097305298,False,False,0.20807569026947026,data\negatives\Alfred_Sisley_158.jpg
data\candidates\artists_tree\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_83.jpg,0.8995341062545776,0.25982367992401123,0.5916852355003357,False,False,0.20831476449966435,data\negatives\Pierre-Auguste_Renoir_83.jpg
data\candidates\artists_tree\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_92.jpg,0.8973177075386047,0.2659794092178345,0.5915865302085876,False,False,0.2084134697914124,data\negatives\Pierre-Auguste_Renoir_92.jpg
data\candidates\artists_tree\Gustav_Klimt\Gustav_Klimt_82.jpg,0.8980339765548706,0.26377832889556885,0.5915760397911072,False,False,0.20842396020889287,data\negatives\Gustav_Klimt_82.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_187.jpg,0.895419180393219,0.2711959779262543,0.5914907455444336,False,False,0.20850925445556645,data\negatives\Alfred_Sisley_187.jpg
data\candidates\artists_tree\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_334.jpg,0.9009795188903809,0.25438424944877625,0.5914645791053772,False,False,0.20853542089462285,data\negatives\Pierre-Auguste_Renoir_334.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_25.jpg,0.8966060876846313,0.2669954299926758,0.5913627743721008,False,False,0.20863722562789921,data\negatives\Alfred_Sisley_25.jpg
data\candidates\artists_tree\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_144.jpg,0.8961125016212463,0.268235445022583,0.5913146138191223,False,False,0.20868538618087773,data\negatives\Pierre-Auguste_Renoir_144.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_224.jpg,0.8917201161384583,0.2813100218772888,0.5912941098213196,False,False,0.20870589017868046,data\negatives\Alfred_Sisley_224.jpg
data\candidates\artists_tree\Pablo_Picasso\Pablo_Picasso_406.jpg,0.893248438835144,0.2766727805137634,0.5912836790084839,False,False,0.20871632099151616,data\negatives\Pablo_Picasso_406.jpg
data\candidates\artists_tree\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_193.jpg,0.8968764543533325,0.26575952768325806,0.5912777781486511,False,False,0.20872222185134892,data\negatives\Pierre-Auguste_Renoir_193.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_234.jpg,0.8845205903053284,0.29772502183914185,0.5902573466300964,False,False,0.2097426533699036,data\negatives\Alfred_Sisley_234.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_221.jpg,0.887915849685669,0.2868897318840027,0.5901274681091309,False,False,0.20987253189086919,data\negatives\Alfred_Sisley_221.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_18.jpg,0.8915430307388306,0.27599862217903137,0.590125560760498,False,False,0.209874439239502,data\negatives\Alfred_Sisley_18.jpg
data\candidates\artists_tree\Paul_Gauguin\Paul_Gauguin_298.jpg,0.8965635299682617,0.26045575737953186,0.590029239654541,False,False,0.20997076034545903,data\negatives\Paul_Gauguin_298.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_9.jpg,0.888969898223877,0.28306975960731506,0.5899958610534668,False,False,0.21000413894653325,data\negatives\Alfred_Sisley_9.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_90.jpg,0.8848584294319153,0.2946181297302246,0.5898386836051941,False,False,0.21016131639480595,data\negatives\Alfred_Sisley_90.jpg
data\candidates\artists_tree\Paul_Gauguin\Paul_Gauguin_280.jpg,0.8872380256652832,0.28543514013290405,0.5894298553466797,False,False,0.21057014465332036,data\negatives\Paul_Gauguin_280.jpg
data\candidates\artists_tree\Gustav_Klimt\Gustav_Klimt_80.jpg,0.8867453336715698,0.28681516647338867,0.5894102454185486,False,False,0.21058975458145146,data\negatives\Gustav_Klimt_80.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_123.jpg,0.8889446258544922,0.2801366150379181,0.5893940925598145,False,False,0.2106059074401856,data\negatives\Alfred_Sisley_123.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_237.jpg,0.8878461718559265,0.2832898497581482,0.5893657207489014,False,False,0.21063427925109868,data\negatives\Alfred_Sisley_237.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_88.jpg,0.8853085041046143,0.289885550737381,0.5891622304916382,False,False,0.21083776950836186,data\negatives\Alfred_Sisley_88.jpg
data\candidates\artists_tree\Gustav_Klimt\Gustav_Klimt_54.jpg,0.8927438259124756,0.2674168348312378,0.5891296863555908,False,False,0.21087031364440922,data\negatives\Gustav_Klimt_54.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_203.jpg,0.891623854637146,0.2706703841686249,0.589108407497406,False,False,0.21089159250259404,data\negatives\Alfred_Sisley_203.jpg
data\candidates\artists_tree\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_287.jpg,0.893282413482666,0.26512226462364197,0.5889939665794373,False,False,0.2110060334205628,data\negatives\Pierre-Auguste_Renoir_287.jpg
data\candidates\artists_tree\Claude_Monet\Claude_Monet_47.jpg,0.8881539702415466,0.2803580164909363,0.5889639854431152,False,False,0.2110360145568848,data\negatives\Claude_Monet_47.jpg
data\candidates\artists_tree\Paul_Gauguin\Paul_Gauguin_296.jpg,0.8890222311019897,0.2777162194252014,0.5889565944671631,False,False,0.21104340553283696,data\negatives\Paul_Gauguin_296.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_170.jpg,0.8885675668716431,0.27779650688171387,0.5886998176574707,False,False,0.21130018234252934,data\negatives\Alfred_Sisley_170.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_132.jpg,0.8846413493156433,0.28955376148223877,0.5886955857276917,False,False,0.2113044142723084,data\negatives\Alfred_Sisley_132.jpg
data\candidates\artists_tree\Camille_Pissarro\Camille_Pissarro_13.jpg,0.8890596628189087,0.27575773000717163,0.5885873436927795,False,False,0.2114126563072205,data\negatives\Camille_Pissarro_13.jpg
data\candidates\artists_tree\Claude_Monet\Claude_Monet_21.jpg,0.8929484486579895,0.2640887498855591,0.5885868668556213,False,False,0.2114131331443787,data\negatives\Claude_Monet_21.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_39.jpg,0.8907768726348877,0.27054563164711,0.5885752439498901,False,False,0.2114247560501099,data\negatives\Alfred_Sisley_39.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_230.jpg,0.8854068517684937,0.286255419254303,0.5884952545166016,False,False,0.21150474548339848,data\negatives\Alfred_Sisley_230.jpg
data\candidates\artists_tree\Henri_Matisse\Henri_Matisse_154.jpg,0.889572024345398,0.2736702561378479,0.5884773135185242,False,False,0.21152268648147587,data\negatives\Henri_Matisse_154.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_77.jpg,0.8899126648902893,0.2717682421207428,0.5883013010025024,False,False,0.2116986989974976,data\negatives\Alfred_Sisley_77.jpg
data\candidates\artists_tree\Edgar_Degas\Edgar_Degas_269.jpg,0.889236569404602,0.27341529726982117,0.5882250070571899,False,False,0.2117749929428101,data\negatives\Edgar_Degas_269.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_86.jpg,0.8845688700675964,0.287399023771286,0.5882211327552795,False,False,0.2117788672447205,data\negatives\Alfred_Sisley_86.jpg
data\candidates\artists_tree\Edgar_Degas\Edgar_Degas_577.jpg,0.8908745050430298,0.2684151828289032,0.5882077813148499,False,False,0.2117922186851502,data\negatives\Edgar_Degas_577.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_4.jpg,0.876571536064148,0.3098609745502472,0.5879151225090027,False,False,0.21208487749099736,data\negatives\Alfred_Sisley_4.jpg
data\candidates\artists_tree\Claude_Monet\Claude_Monet_1.jpg,0.8882089853286743,0.27479419112205505,0.587884247303009,False,False,0.212115752696991,data\negatives\Claude_Monet_1.jpg
data\candidates\artists_tree\Gustav_Klimt\Gustav_Klimt_76.jpg,0.8887768387794495,0.27303484082221985,0.587873101234436,False,False,0.212126898765564,data\negatives\Gustav_Klimt_76.jpg
data\candidates\artists_tree\Paul_Gauguin\Paul_Gauguin_76.jpg,0.8933693766593933,0.25905129313468933,0.5878319144248962,False,False,0.2121680855751038,data\negatives\Paul_Gauguin_76.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_124.jpg,0.894076943397522,0.2567214369773865,0.5877904891967773,False,False,0.2122095108032227,data\negatives\Alfred_Sisley_124.jpg
data\candidates\artists_tree\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_247.jpg,0.8874826431274414,0.27401646971702576,0.5872929096221924,False,False,0.21270709037780766,data\negatives\Pierre-Auguste_Renoir_247.jpg
data\candidates\artists_tree\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_45.jpg,0.885284423828125,0.2799413502216339,0.5871589183807373,False,False,0.21284108161926274,data\negatives\Pierre-Auguste_Renoir_45.jpg
data\candidates\artists_tree\Camille_Pissarro\Camille_Pissarro_71.jpg,0.8891316056251526,0.2679317891597748,0.5870653390884399,False,False,0.2129346609115601,data\negatives\Camille_Pissarro_71.jpg
data\candidates\artists_tree\Gustav_Klimt\Gustav_Klimt_47.jpg,0.8968945145606995,0.24429503083229065,0.5869957208633423,False,False,0.21300427913665776,data\negatives\Gustav_Klimt_47.jpg
data\candidates\artists_tree\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_74.jpg,0.885964572429657,0.27663981914520264,0.5869067311286926,False,False,0.21309326887130742,data\negatives\Pierre-Auguste_Renoir_74.jpg
data\candidates\artists_tree\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_106.jpg,0.8895845413208008,0.26569312810897827,0.586889386177063,False,False,0.21311061382293706,data\negatives\Pierre-Auguste_Renoir_106.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_57.jpg,0.8837745189666748,0.2831103801727295,0.5868868231773376,False,False,0.2131131768226624,data\negatives\Alfred_Sisley_57.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_174.jpg,0.8822259902954102,0.2877125144004822,0.5868781208992004,False,False,0.2131218791007996,data\negatives\Alfred_Sisley_174.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_31.jpg,0.8848155736923218,0.27953776717185974,0.5867969393730164,False,False,0.2132030606269837,data\negatives\Alfred_Sisley_31.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_26.jpg,0.8797588348388672,0.2943751811981201,0.5867303609848022,False,False,0.2132696390151978,data\negatives\Alfred_Sisley_26.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_172.jpg,0.8870585560798645,0.27227210998535156,0.5866895914077759,False,False,0.21331040859222417,data\negatives\Alfred_Sisley_172.jpg
data\candidates\artists_tree\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_18.jpg,0.8878042697906494,0.26984068751335144,0.5866507291793823,False,False,0.21334927082061772,data\negatives\Pierre-Auguste_Renoir_18.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_204.jpg,0.8818281292915344,0.28669753670692444,0.58643639087677,False,False,0.21356360912323002,data\negatives\Alfred_Sisley_204.jpg
data\candidates\artists_tree\Paul_Gauguin\Paul_Gauguin_265.jpg,0.8836342096328735,0.27915671467781067,0.5860118865966797,False,False,0.21398811340332036,data\negatives\Paul_Gauguin_265.jpg
data\candidates\artists_tree\Alfred_Sisley\Alfred_Sisley_76.jpg,0.890972375869751,0.25688081979751587,0.5859596133232117,False,False,0.21404038667678837,data\negatives\Alfred_Sisley_76.jpg
data\candidates\artists_tree\Pierre-Auguste_Renoir\Pierre-Auguste_Renoir_290.jpg,0.8803113698959351,0.2883508503437042,0.5858570337295532,False,False,0.21414296627044682,data\negatives\Pierre-Auguste_Renoir_290.jpg
